report.date,reflected.week.ending,report.month,week.number,count.states,initial.claims,continued.claims,covered.employment,labor.force,pct.unemployed
2000-10-28,2000-10-21,2000-10-01,43,53,269254,1752410,126097621,144099516,0.01402963768455683
2000-11-04,2000-10-28,2000-10-01,44,53,342056,1821219,126097621,144099516,0.015012368258058548
2000-11-11,2000-11-04,2000-11-01,45,53,294548,1773931,126097621,144354486,0.01432916327934554
2000-11-18,2000-11-11,2000-11-01,46,53,373575,1970894,126097621,144354486,0.016241053984286987
2000-11-25,2000-11-18,2000-11-01,47,53,321648,1897324,126097621,144354486,0.015371687167380445
2000-12-02,2000-11-25,2000-11-01,48,53,446852,2393254,126097621,144354486,0.019674525390225836
2000-12-09,2000-12-02,2000-12-01,49,53,389650,2209627,126097621,144607149,0.01797474756936118
2000-12-16,2000-12-09,2000-12-01,50,53,402032,2313829,126097621,144607149,0.018780959439287474
2000-12-23,2000-12-16,2000-12-01,51,53,481277,2354898,126097621,144607149,0.019612965331333655
2000-12-30,2000-12-23,2000-12-01,52,53,568693,2524191,126097621,144607149,0.021388181852613663
2001-01-06,2000-12-30,2000-12-01,53,53,558025,2982567,126097621,144607149,0.024484211358042886
2001-01-13,2001-01-06,2001-01-01,1,53,598899,3065216,126882298,144819998,0.025301167315304064
2001-01-20,2001-01-13,2001-01-01,2,53,397684,2831828,126882298,144819998,0.02230017984118464
2001-01-27,2001-01-20,2001-01-01,3,53,446394,3045657,126882298,144819998,0.024113044111490733
2001-02-03,2001-01-27,2001-01-01,4,53,423556,2947376,126882298,144819998,0.023276702434424836
2001-02-10,2001-02-03,2001-02-01,5,53,395475,3049641,126882298,144954957,0.023766803642320422
2001-02-17,2001-02-10,2001-02-01,6,53,345331,2933635,126882298,144954957,0.022620585510573468
2001-02-24,2001-02-17,2001-02-01,7,53,356940,3001491,126882298,144954957,0.023168790288420425
2001-03-03,2001-02-24,2001-02-01,8,53,378384,3013543,126882298,144954957,0.023399868967571767
2001-03-10,2001-03-03,2001-03-01,9,53,375925,3045244,126870572,144992843,0.023595433603574488
2001-03-17,2001-03-10,2001-03-01,10,53,350674,2962383,126870572,144992843,0.022849796799970328
2001-03-24,2001-03-17,2001-03-01,11,53,333968,2981272,126870572,144992843,0.022864852715523343
2001-03-31,2001-03-24,2001-03-01,12,53,327205,2856920,126882298,144992843,0.02196056670190266
2001-04-07,2001-03-31,2001-03-01,13,53,396292,2840529,126861107,144992843,0.02232400533038724
2001-04-14,2001-04-07,2001-04-01,14,53,345880,2669037,128098247,144944749,0.020800456869258507
2001-04-21,2001-04-14,2001-04-01,15,53,368697,2836626,128113947,144944749,0.02211410225009255
2001-04-28,2001-04-21,2001-04-01,16,53,352582,2704680,128113947,144944749,0.02109260267165663
2001-05-05,2001-04-28,2001-04-01,17,53,335019,2665979,128113947,144944749,0.020704427174522894
2001-05-12,2001-05-05,2001-05-01,18,53,330477,2547172,128113947,144874742,0.01986301380264063
2001-05-19,2001-05-12,2001-05-01,19,53,337113,2607102,128113947,144874742,0.02032248657947567
2001-05-26,2001-05-19,2001-05-01,20,53,345271,2557353,128113947,144874742,0.020035404101012996
2001-06-02,2001-05-26,2001-05-01,21,53,334704,2610658,128113947,144874742,0.020330403763549068
2001-06-09,2001-06-02,2001-06-01,22,53,395972,2674431,128113947,144839402,0.02119867216795054
2001-06-16,2001-06-09,2001-06-01,23,53,352925,2680743,128113947,144839402,0.02094504643149521
2001-06-23,2001-06-16,2001-06-01,24,53,350727,2699681,128113947,144839402,0.021060622716462196
2001-06-30,2001-06-23,2001-06-01,25,53,374581,2725572,128113947,144839402,0.021404072077016723
2001-07-07,2001-06-30,2001-06-01,26,53,525569,2661003,128121391,144839402,0.02200072601791051
2001-07-14,2001-07-07,2001-07-01,27,53,522840,3086890,128749712,144878679,0.024915536398561446
2001-07-21,2001-07-14,2001-07-01,28,53,404397,3095590,128749712,144878679,0.024158054340073048
2001-07-28,2001-07-21,2001-07-01,29,53,331569,2895329,128749712,144878679,0.022273104795495824
2001-08-04,2001-07-28,2001-07-01,30,53,340113,2931677,128749712,144878679,0.022582964053668657
2001-08-11,2001-08-04,2001-08-01,31,53,331733,2891374,128749712,144974837,0.022232182264843657
2001-08-18,2001-08-11,2001-08-01,32,53,315495,2922284,128749712,144974837,0.022333386034432995
2001-08-25,2001-08-18,2001-08-01,33,53,306635,2848530,128749712,144974837,0.021763535419598367
2001-09-01,2001-08-25,2001-08-01,34,53,317923,2853249,128749712,144974837,0.021873947683762527
2001-09-08,2001-09-01,2001-09-01,35,53,308679,2734998,128749712,145103449,0.020975910779350255
2001-09-15,2001-09-08,2001-09-01,36,53,315789,2787328,128749712,145103449,0.021385549560575916
2001-09-22,2001-09-15,2001-09-01,37,53,352127,2697193,128749712,145103449,0.021014800275353896
2001-09-29,2001-09-22,2001-09-01,38,53,398901,2730823,128749712,145103449,0.021568915291599995
2001-10-06,2001-09-29,2001-09-01,39,53,440435,2790746,128749712,145103449,0.02226811989837678
2001-10-13,2001-10-06,2001-10-01,40,53,425764,2792087,129168006,145207335,0.022160388798541066
2001-10-20,2001-10-13,2001-10-01,41,53,428301,2958271,129168006,145207335,0.023322320459913407
2001-10-27,2001-10-20,2001-10-01,42,53,435450,3022130,129168006,145207335,0.023811331569441724
2001-11-03,2001-10-27,2001-10-01,43,53,442572,3084266,129168006,145207335,0.02428829094618395
2001-11-10,2001-11-03,2001-11-01,44,53,454696,3172554,129168006,145341940,0.024956664263597966
2001-11-17,2001-11-10,2001-11-01,45,53,417961,3171998,129168006,145341940,0.024700090008431153
2001-11-24,2001-11-17,2001-11-01,46,53,437456,3134959,129168006,145341940,0.024579381560477315
2001-12-01,2001-11-24,2001-11-01,47,53,603955,3714098,129168006,145341940,0.029709614444392306
2001-12-08,2001-12-01,2001-12-01,48,53,490488,3617368,129168006,145472662,0.028237992922683988
2001-12-15,2001-12-08,2001-12-01,49,53,439134,3658073,129168006,145472662,0.02816479016517894
2001-12-22,2001-12-15,2001-12-01,50,53,528012,3727021,129168006,145472662,0.029249708787208416
2001-12-29,2001-12-22,2001-12-01,51,53,645471,3613769,129168006,145472662,0.029278628310245674
2002-01-05,2001-12-29,2001-12-01,52,53,635730,4221409,129168006,145472662,0.03338867202416355
2002-01-12,2002-01-05,2002-01-01,1,53,797377,4676093,128753810,145606507,0.03759083376679038
2002-01-19,2002-01-12,2002-01-01,2,53,556007,4280948,128753810,145606507,0.033219360175984446
2002-01-26,2002-01-19,2002-01-01,3,53,430076,4317388,128753810,145606507,0.03260475165440237
2002-02-02,2002-01-26,2002-01-01,4,53,443917,4255224,128753810,145606507,0.03227287774989342
2002-02-09,2002-02-02,2002-02-01,5,53,437192,4339615,128753810,145768599,0.03276979426824292
2002-02-16,2002-02-09,2002-02-01,6,53,375136,4229747,128753810,145768599,0.03159036329902574
2002-02-23,2002-02-16,2002-02-01,7,53,366687,4264174,128753810,145768599,0.03176857726402378
2002-03-02,2002-02-23,2002-02-01,8,53,383778,4226630,128753810,145768599,0.03162826583796693
2002-03-09,2002-03-02,2002-03-01,9,53,385295,4251767,128753810,145871561,0.031788663727263466
2002-03-16,2002-03-09,2002-03-01,10,53,350953,4101994,128753810,145871561,0.030526491726512752
2002-03-23,2002-03-16,2002-03-01,11,53,365379,4126908,128753810,145871561,0.030796181032161574
2002-03-30,2002-03-23,2002-03-01,12,53,385470,3953031,128753810,145871561,0.029741924815625986
2002-04-06,2002-03-30,2002-03-01,13,53,431047,4053833,128753810,145871561,0.0307454034854676
2002-04-13,2002-04-06,2002-04-01,14,53,426868,3842618,128626201,145979876,0.029247086084660052
2002-04-20,2002-04-13,2002-04-01,15,53,383240,3779097,128626201,145979876,0.028513087653259824
2002-04-27,2002-04-20,2002-04-01,16,53,365962,3632434,128626175,145979876,0.02739004929693186
2002-05-04,2002-04-27,2002-04-01,17,53,361458,3626447,128626175,145979876,0.027318183226844227
2002-05-11,2002-05-04,2002-05-01,18,53,357179,3464167,128626175,146098934,0.02615587872804055
2002-05-18,2002-05-11,2002-05-01,19,53,348080,3476828,128626175,146098934,0.026180259467190912
2002-05-25,2002-05-18,2002-05-01,20,53,345158,3366957,128626175,146098934,0.025408227824578106
2002-06-01,2002-05-25,2002-05-01,21,53,308312,3320321,128626175,146098934,0.024836820506849145
2002-06-08,2002-06-01,2002-06-01,22,53,377333,3348760,128626175,146219555,0.025482863766067405
2002-06-15,2002-06-08,2002-06-01,23,53,355279,3359013,128626175,146219555,0.025402156366841632
2002-06-22,2002-06-15,2002-06-01,24,53,357631,3309403,128626175,146219555,0.025078957462290184
2002-06-29,2002-06-22,2002-06-01,25,53,357670,3334812,128626175,146219555,0.02525299711109092
2002-07-06,2002-06-29,2002-06-01,26,53,455726,3212998,128626175,146219555,0.02509051542387747
2002-07-13,2002-07-06,2002-07-01,27,53,505668,3561944,128117496,146316895,0.027800015849160822
2002-07-20,2002-07-13,2002-07-01,28,53,393181,3582752,128117496,146316895,0.027173437489908463
2002-07-27,2002-07-20,2002-07-01,29,53,337558,3397818,128117496,146316895,0.025529355307874733
2002-08-03,2002-07-27,2002-07-01,30,53,325122,3356321,128117496,146316895,0.025160751258424395
2002-08-10,2002-08-03,2002-08-01,31,53,331693,3303317,128117496,146388869,0.024831191229436986
2002-08-17,2002-08-10,2002-08-01,32,53,312984,3267393,128117496,146388869,0.024457986624652452
2002-08-24,2002-08-17,2002-08-01,33,53,314127,3252920,128117496,146388869,0.02436692778875148
2002-08-31,2002-08-24,2002-08-01,34,53,309960,3188529,128117496,146388869,0.02389859983138472
2002-09-07,2002-08-31,2002-08-01,35,53,317055,3047550,128117496,146388869,0.02298402209801894
2002-09-14,2002-09-07,2002-09-01,36,53,336420,3101547,128117496,146443276,0.023476441485780472
2002-09-21,2002-09-14,2002-09-01,37,53,316291,3008278,128117496,146443276,0.022702093881046475
2002-09-28,2002-09-21,2002-09-01,38,53,318177,2982155,128117496,146443276,0.02253658952562629
2002-10-05,2002-09-28,2002-09-01,39,53,364511,2948355,128118046,146443276,0.02262217897938858
2002-10-12,2002-10-05,2002-10-01,40,53,384706,2969496,127604922,146467025,0.02290073141036353
2002-10-19,2002-10-12,2002-10-01,41,53,348873,2962205,127570506,146467025,0.022606303364187265
2002-10-26,2002-10-19,2002-10-01,42,53,374354,3014995,127570506,146467025,0.023140696685823994
2002-11-02,2002-10-26,2002-10-01,43,53,395981,3052989,127570506,146467025,0.023547757592536613
2002-11-09,2002-11-02,2002-11-01,44,53,425822,3130689,127570506,146476928,0.024280349462271627
2002-11-16,2002-11-09,2002-11-01,45,53,371616,3093967,127570506,146476928,0.02365958275695132
2002-11-23,2002-11-16,2002-11-01,46,53,435167,3256716,127570506,146476928,0.02520453596623763
2002-11-30,2002-11-23,2002-11-01,47,53,384836,3101117,127570506,146476928,0.02379864902682831
2002-12-07,2002-11-30,2002-11-01,48,53,546156,3612284,127570506,146476928,0.028389727015574767
2002-12-14,2002-12-07,2002-12-01,49,53,485056,3538570,127570506,146484037,0.027468016873401706
2002-12-21,2002-12-14,2002-12-01,50,53,481599,3624428,127570506,146484037,0.02803054233138045
2002-12-28,2002-12-21,2002-12-01,51,53,620147,3423563,127570506,146484037,0.027605123963097767
2003-01-04,2002-12-28,2002-12-01,52,53,618682,4077849,127570506,146484037,0.03206172560631982
2003-01-11,2003-01-04,2003-01-01,1,53,722407,4479985,127179193,146588681,0.03548972515824738
2003-01-18,2003-01-11,2003-01-01,2,53,541085,4116285,127155927,146588681,0.03177168911152151
2003-01-25,2003-01-18,2003-01-01,3,53,433773,4062996,127155927,146588681,0.030676099746064295
2003-02-01,2003-01-25,2003-01-01,4,53,448156,4143121,127155927,146588681,0.031320815281774723
2003-02-08,2003-02-01,2003-02-01,5,53,438514,4142947,127155927,146719218,0.031226045656813684
2003-02-15,2003-02-08,2003-02-01,6,53,397334,4084263,127155927,146719218,0.030545398626647534
2003-02-22,2003-02-15,2003-02-01,7,53,386674,4083706,127155927,146719218,0.030468946474346666
2003-03-01,2003-02-22,2003-02-01,8,53,428636,4186533,127155927,146719218,0.03145579061087962
2003-03-08,2003-03-01,2003-03-01,9,53,412908,4184693,127155927,146869282,0.03130403401849544
2003-03-15,2003-03-08,2003-03-01,10,53,388211,4090048,127155927,146869282,0.030491461107571834
2003-03-22,2003-03-15,2003-03-01,11,53,360227,4060322,127155927,146869282,0.030098526661279653
2003-03-29,2003-03-22,2003-03-01,12,53,370510,3932964,127155927,146869282,0.029301389244893294
2003-04-05,2003-03-29,2003-03-01,13,53,393090,3868116,127156161,146869282,0.02901359591313315
2003-04-12,2003-04-05,2003-04-01,14,53,433855,3694786,126896855,146990272,0.028087851963427894
2003-04-19,2003-04-12,2003-04-01,15,53,398111,3730087,126896982,146990272,0.02808483815854154
2003-04-26,2003-04-19,2003-04-01,16,53,399928,3646040,126896982,146990272,0.027525413382458397
2003-05-03,2003-04-26,2003-04-01,17,53,376111,3614239,126896982,146990272,0.027147034601038088
2003-05-10,2003-05-03,2003-05-01,18,53,363322,3496274,126896982,147044122,0.02624787681074392
2003-05-17,2003-05-10,2003-05-01,19,53,361397,3452546,126896982,147044122,0.02593740537279008
2003-05-24,2003-05-17,2003-05-01,20,53,358230,3393040,126896982,147044122,0.025511186363505235
2003-05-31,2003-05-24,2003-05-01,21,53,351000,3292333,126896982,147044122,0.02477714138073469
2003-06-07,2003-05-31,2003-05-01,22,53,419972,3431398,126896982,147044122,0.02619193441816056
2003-06-14,2003-06-07,2003-06-01,23,53,382072,3369775,126896982,147049941,0.025514100682298133
2003-06-21,2003-06-14,2003-06-01,24,53,375014,3389040,126896982,147049941,0.025597113296359636
2003-06-28,2003-06-21,2003-06-01,25,53,392591,3386316,126896982,147049941,0.0256981197972735
2003-07-05,2003-06-28,2003-06-01,26,53,482038,3323119,126896982,147049941,0.02587663057953896
2003-07-12,2003-07-05,2003-07-01,27,53,551510,3621543,126704106,147032176,0.028381903291698547
2003-07-19,2003-07-12,2003-07-01,28,53,428246,3687439,126704106,147032176,0.027991730191084162
2003-07-26,2003-07-19,2003-07-01,29,53,347230,3536561,126704106,147032176,0.026414565203741528
2003-08-02,2003-07-26,2003-07-01,30,53,332596,3502476,126706491,147032176,0.02608321596219864
2003-08-09,2003-08-02,2003-08-01,31,53,347023,3410837,126706491,147013821,0.025561270188331476
2003-08-16,2003-08-09,2003-08-01,32,53,311365,3374289,126706491,147013821,0.025070119087646867
2003-08-23,2003-08-16,2003-08-01,33,53,311928,3336461,126706491,147013821,0.024816639518538873
2003-08-30,2003-08-23,2003-08-01,34,53,318463,3246723,126706491,147013821,0.024250685927005463
2003-09-06,2003-08-30,2003-08-01,35,53,321802,3115622,126706491,147013821,0.023381638383509533
2003-09-13,2003-09-06,2003-09-01,36,53,327538,3167043,126706491,147017236,0.02376987280593413
2003-09-20,2003-09-13,2003-09-01,37,53,300449,3034458,126706491,147017236,0.02268378246479889
2003-09-27,2003-09-20,2003-09-01,38,53,304349,3001200,126706491,147017236,0.02248409159317891
2003-10-04,2003-09-27,2003-09-01,39,53,337270,2959781,126706491,147017236,0.022426288846839698
2003-10-11,2003-10-04,2003-10-01,40,53,368389,2944313,126706665,147069694,0.02252470859156068
2003-10-18,2003-10-11,2003-10-01,41,53,327966,2891601,126700183,147069694,0.02189143740246036
2003-10-25,2003-10-18,2003-10-01,42,53,351504,2989793,126700183,147069694,0.0227191402193303
2003-11-01,2003-10-25,2003-10-01,43,53,344996,2948223,126700184,147069694,0.022392233983977692
2003-11-08,2003-11-01,2003-11-01,44,53,396854,3021012,126700184,147172909,0.023223472466661645
2003-11-15,2003-11-08,2003-11-01,45,53,347187,2992827,126700184,147172909,0.02269448924190253
2003-11-22,2003-11-15,2003-11-01,46,53,397380,3133199,126700184,147172909,0.023989326731321182
2003-11-29,2003-11-22,2003-11-01,47,53,357353,2947092,126700184,147172909,0.022452807534027883
2003-12-06,2003-11-29,2003-11-01,48,53,485701,3393887,126700184,147172909,0.026360748227107475
2003-12-13,2003-12-06,2003-12-01,49,53,412036,3284137,126700184,147297251,0.025093292474277065
2003-12-20,2003-12-13,2003-12-01,50,53,423532,3390363,126700184,147297251,0.025892506303461155
2003-12-27,2003-12-20,2003-12-01,51,53,515038,3244756,126700184,147297251,0.025525214995356565
2004-01-03,2003-12-27,2003-12-01,52,53,552387,3727119,126700184,147297251,0.02905353610434997
2004-01-10,2004-01-03,2004-01-01,1,53,677035,4146210,126480974,147402895,0.032721507945959946
2004-01-17,2004-01-10,2004-01-01,2,53,490127,3846893,126481288,147402895,0.029422895662937962
2004-01-24,2004-01-17,2004-01-01,3,53,381465,3794390,126481288,147402895,0.02832953179108185
2004-01-31,2004-01-24,2004-01-01,4,53,405475,3768925,126481288,147402895,0.028319660885900513
2004-02-07,2004-01-31,2004-01-01,5,53,432410,3847376,126481288,147402895,0.029034612922629505
2004-02-14,2004-02-07,2004-02-01,6,53,340835,3772181,126481288,147478642,0.02788889254892922
2004-02-21,2004-02-14,2004-02-01,7,53,327754,3725665,126481288,147478642,0.02748478657675733
2004-02-28,2004-02-21,2004-02-01,8,53,341619,3734445,126481288,147478642,0.02763833423418694
2004-03-06,2004-02-28,2004-02-01,9,53,338497,3671154,126481288,147478642,0.027188011400321954
2004-03-13,2004-03-06,2004-03-01,10,53,311601,3547125,126481288,147592711,0.02614442118350953
2004-03-20,2004-03-13,2004-03-01,11,53,303909,3510584,126481288,147592711,0.02584472481164737
2004-03-27,2004-03-20,2004-03-01,12,53,296349,3382090,126481288,147592711,0.024922904221198295
2004-04-03,2004-03-27,2004-03-01,13,53,303905,3307992,126481288,147592711,0.024472055398453926
2004-04-10,2004-04-03,2004-04-01,14,53,349837,3109816,126640302,147714727,0.023421178580250838
2004-04-17,2004-04-10,2004-04-01,15,53,334335,3139212,126641086,147714727,0.023515238260569647
2004-04-24,2004-04-17,2004-04-01,16,53,313256,3033522,126641086,147714727,0.02265703676248882
2004-05-01,2004-04-24,2004-04-01,17,53,282765,2911138,126641086,147714727,0.02162210271694846
2004-05-08,2004-05-01,2004-05-01,18,53,292323,2832980,126641086,147841939,0.021139488707598728
2004-05-15,2004-05-08,2004-05-01,19,53,296737,2769114,126641086,147841939,0.020737356535887964
2004-05-22,2004-05-15,2004-05-01,20,53,293442,2731758,126641086,147841939,0.02046239396251425
2004-05-29,2004-05-22,2004-05-01,21,53,303654,2700475,126641086,147841939,0.020319870128326714
2004-06-05,2004-05-29,2004-05-01,22,53,307928,2630848,126641086,147841939,0.019877823707385223
2004-06-12,2004-06-05,2004-06-01,23,53,313534,2671909,126641086,147970441,0.020175941761233246
2004-06-19,2004-06-12,2004-06-01,24,53,322117,2730072,126641026,147970441,0.020627018338074697
2004-06-26,2004-06-19,2004-06-01,25,53,318282,2717854,126641086,147970441,0.02051853045433581
2004-07-03,2004-06-26,2004-06-01,26,53,349338,2739140,126641086,147970441,0.020872263265066568
2004-07-10,2004-07-03,2004-07-01,27,53,444141,2718405,126607946,148107805,0.02135300026895949
2004-07-17,2004-07-10,2004-07-01,28,53,393995,2891610,126347503,148107805,0.022183874779590447
2004-07-24,2004-07-17,2004-07-01,29,53,312905,2935626,126340764,148107805,0.02193355711402245
2004-07-31,2004-07-24,2004-07-01,30,53,281723,2811850,126340764,148107805,0.02088730570276158
2004-08-07,2004-07-31,2004-07-01,31,53,291057,2752676,126340764,148107805,0.02055079406517435
2004-08-14,2004-08-07,2004-08-01,32,53,262549,2730499,126340764,148246345,0.020189691691892976
2004-08-21,2004-08-14,2004-08-01,33,53,274096,2689645,126340764,148246345,0.019992000477313622
2004-08-28,2004-08-21,2004-08-01,34,53,275891,2612306,126340764,148246345,0.019482416244393747
2004-09-04,2004-08-28,2004-08-01,35,53,274634,2577702,126340764,148246345,0.019240514833603485
2004-09-11,2004-09-04,2004-09-01,36,53,250261,2452745,126340764,148369500,0.01821807042552546
2004-09-18,2004-09-11,2004-09-01,37,53,275521,2473002,126340764,148369500,0.018524851805795665
2004-09-25,2004-09-18,2004-09-01,38,53,282268,2394982,126340764,148369500,0.018044476796107017
2004-10-02,2004-09-25,2004-09-01,39,53,279368,2365358,126340764,148369500,0.017825267322461827
2004-10-09,2004-10-02,2004-10-01,40,53,338242,2317919,126574391,148468904,0.01789035231242766
2004-10-16,2004-10-09,2004-10-01,41,53,279471,2291143,126574391,148468904,0.01731415758278919
2004-10-23,2004-10-16,2004-10-01,42,53,317232,2399654,126574391,148468904,0.01829936051794388
2004-10-30,2004-10-23,2004-10-01,43,53,305159,2368833,126574391,148468904,0.01801045153535989
2004-11-06,2004-10-30,2004-10-01,44,53,351002,2431880,126574391,148468904,0.018743871107178105
2004-11-13,2004-11-06,2004-11-01,45,53,311577,2386690,126574391,148548141,0.018164259625436847
2004-11-20,2004-11-13,2004-11-01,46,53,355402,2525425,126574391,148548141,0.01939322148770613
2004-11-27,2004-11-20,2004-11-01,47,53,320338,2329679,126574391,148548141,0.017839449098188312
2004-12-04,2004-11-27,2004-11-01,48,53,473090,2877287,126574391,148548141,0.02255414963422531
2004-12-11,2004-12-04,2004-12-01,49,53,370254,2681658,126574391,148648915,0.020531007575803697
2004-12-18,2004-12-11,2004-12-01,50,53,374310,2817372,126574391,148648915,0.021471276800103117
2004-12-25,2004-12-18,2004-12-01,51,53,445968,2709776,126574391,148648915,0.021229512506028045
2005-01-01,2004-12-25,2004-12-01,52,53,540636,3023718,126574391,148648915,0.02397833848972258
2005-01-08,2005-01-01,2005-01-01,1,53,693219,3399006,126900601,148791412,0.027503099439637014
2005-01-15,2005-01-08,2005-01-01,2,53,467455,3340298,126836268,148791412,0.025591214901569723
2005-01-22,2005-01-15,2005-01-01,3,53,360018,3309015,126836268,148791412,0.02465890302862372
2005-01-29,2005-01-22,2005-01-01,4,53,363919,3260785,126836268,148791412,0.024360975887506197
2005-02-05,2005-01-29,2005-01-01,5,53,346934,3292049,126836268,148791412,0.024456942447726754
2005-02-12,2005-02-05,2005-02-01,6,53,308832,3212835,126836268,148966356,0.023640687028687202
2005-02-19,2005-02-12,2005-02-01,7,53,303378,3236053,126836268,148966356,0.02375993543132652
2005-02-26,2005-02-19,2005-02-01,8,53,290473,3092886,126836268,148966356,0.022712235774902084
2005-03-05,2005-02-26,2005-02-01,9,53,331689,3223281,126836444,148966356,0.023864247575472678
2005-03-12,2005-03-05,2005-03-01,10,53,306598,3082709,126836268,149167339,0.02272150876137839
2005-03-19,2005-03-12,2005-03-01,11,53,289977,3087328,126836268,149167339,0.02264104878883708
2005-03-26,2005-03-19,2005-03-01,12,53,290659,2909131,126836268,149167339,0.021451009459919373
2005-04-02,2005-03-26,2005-03-01,13,53,294740,2956957,126836268,149167339,0.02179898777975787
2005-04-09,2005-04-02,2005-04-01,14,53,339386,2806775,127294463,149405624,0.021057848531859817
2005-04-16,2005-04-09,2005-04-01,15,53,285011,2727813,127294463,149405624,0.02016539886075507
2005-04-23,2005-04-16,2005-04-01,16,53,299128,2607795,127294463,149405624,0.019456583508529773
2005-04-30,2005-04-23,2005-04-01,17,53,289638,2561545,127294463,149405624,0.01908350518317838
2005-05-07,2005-04-30,2005-04-01,18,53,296718,2503551,127294463,149405624,0.018742728185386113
2005-05-14,2005-05-07,2005-05-01,19,53,275069,2438863,127282490,149680990,0.018131440739401844
2005-05-21,2005-05-14,2005-05-01,20,53,276330,2395274,127282490,149680990,0.01784865265789597
2005-05-28,2005-05-21,2005-05-01,21,53,303916,2357945,127282490,149680990,0.017783560891733812
2005-06-04,2005-05-28,2005-05-01,22,53,289498,2339413,127282490,149680990,0.01756342605697624
2005-06-11,2005-06-04,2005-06-01,23,53,315502,2428165,127282490,149961415,0.01829581962800231
2005-06-18,2005-06-11,2005-06-01,24,53,289434,2393204,127282490,149961415,0.01788885494311987
2005-06-25,2005-06-18,2005-06-01,25,53,286206,2401484,127282490,149961415,0.01792254360896768
2005-07-02,2005-06-25,2005-06-01,26,53,326486,2412017,127282490,149961415,0.018261384103370856
2005-07-09,2005-07-02,2005-07-01,27,53,426827,2407771,127592021,150212596,0.018870574608803113
2005-07-16,2005-07-09,2005-07-01,28,53,374187,2621594,127618370,150212596,0.019943607125996278
2005-07-23,2005-07-16,2005-07-01,29,53,294658,2632252,127618370,150212596,0.01948511694718331
2005-07-30,2005-07-23,2005-07-01,30,53,261428,2500299,127597986,150212596,0.01838545550467685
2005-08-06,2005-07-30,2005-07-01,31,53,269432,2464809,127618370,150212596,0.018202474844386553
2005-08-13,2005-08-06,2005-08-01,32,53,256616,2434003,127618370,150409989,0.017888565898372615
2005-08-20,2005-08-13,2005-08-01,33,53,251704,2416322,127618370,150409989,0.017738356459822625
2005-08-27,2005-08-20,2005-08-01,34,53,251306,2376886,127618370,150409989,0.01747352032583421
2005-09-03,2005-08-27,2005-08-01,35,53,271247,2321440,127618370,150409989,0.017237465524979196
2005-09-10,2005-09-03,2005-09-01,36,53,322057,2214171,127618370,150684794,0.016831346632096136
2005-09-17,2005-09-10,2005-09-01,37,53,345938,2309473,127618370,150684794,0.0176222890811398
2005-09-24,2005-09-17,2005-09-01,38,53,291919,2347496,127618370,150684794,0.017516133711540927
2005-10-01,2005-09-24,2005-09-01,39,53,313283,2391395,127618370,150684794,0.017949243106772938
2005-10-08,2005-10-01,2005-10-01,40,53,379645,2369458,128092281,150772307,0.018233474400574105
2005-10-15,2005-10-08,2005-10-01,41,53,302786,2341596,128177294,150772307,0.01753891051093355
2005-10-22,2005-10-15,2005-10-01,42,53,304345,2435197,128177294,150772307,0.018170060898517658
2005-10-29,2005-10-22,2005-10-01,43,53,293797,2376306,128177294,150772307,0.017709505499574268
2005-11-05,2005-10-29,2005-10-01,44,53,340165,2414464,128177294,150772307,0.01827012569357316
2005-11-12,2005-11-05,2005-11-01,45,53,283275,2362636,128177294,150855467,0.017539377608370002
2005-11-19,2005-11-12,2005-11-01,46,53,368410,2562283,128177294,150855467,0.019427158049233974
2005-11-26,2005-11-19,2005-11-01,47,53,290204,2301226,128177294,150855467,0.017178230603999256
2005-12-03,2005-11-26,2005-11-01,48,53,444236,2693799,128177294,150855467,0.020801599454131816
2005-12-10,2005-12-03,2005-12-01,49,53,391608,2540489,128177294,150829836,0.019439767871921573
2005-12-17,2005-12-10,2005-12-01,50,53,358753,2706953,128177294,150829836,0.020325593936202382
2005-12-24,2005-12-17,2005-12-01,51,53,432444,2689182,128177294,150829836,0.020696342864153217
2005-12-31,2005-12-24,2005-12-01,52,53,475509,2821910,128177294,150829836,0.02186184834146475
2006-01-07,2005-12-31,2005-12-01,53,53,554721,3153512,128261625,150829836,0.024585540224282946
2006-01-14,2006-01-07,2006-01-01,1,53,439433,3160293,128347517,150924400,0.023851186421811187
2006-01-21,2006-01-14,2006-01-01,2,53,317646,3042090,128351824,150924400,0.022261052553463855
2006-01-28,2006-01-21,2006-01-01,3,53,318364,3049367,128351824,150924400,0.02231402609518408
2006-02-04,2006-01-28,2006-01-01,4,53,321044,3072342,128351824,150924400,0.022484011862892946
2006-02-11,2006-02-04,2006-02-01,5,53,309721,3004417,128351824,151107169,0.021932367748878943
2006-02-18,2006-02-11,2006-02-01,6,53,269085,3015248,128351824,151107169,0.021735123632684827
2006-02-25,2006-02-18,2006-02-01,7,53,272141,2903276,128351824,151107169,0.021014337182109474
2006-03-04,2006-02-25,2006-02-01,8,53,301410,2972506,128349912,151107169,0.021666185804857477
2006-03-11,2006-03-04,2006-03-01,9,53,294323,2857774,128349912,151331183,0.02082913076811142
2006-03-18,2006-03-11,2006-03-01,10,53,268759,2837380,128349912,151331183,0.02052543922821247
2006-03-25,2006-03-18,2006-03-01,11,53,264796,2748036,128349912,151331183,0.019908864387850587
2006-04-01,2006-03-25,2006-03-01,12,53,253647,2677564,128349912,151331183,0.019369510909063598
